"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
"C6orf120",0.0411377474728151,0.0610600439189983,0.241903736788458,0.812677782129707,0.88209504234823,-6.16051171182318,"C6orf120"
"AZGP1",-0.0903521518573612,0.0531849419012339,-0.848236423939195,0.404409079166221,0.571798840160861,-6.160755594297,"AZGP1"
"LEPR",-0.093474607035638,0.0842778460817621,-0.84723002746484,0.40495900611807,0.571798840160861,-6.16159933124226,"LEPR"
"DLG1",-0.0526107044999989,0.0895035484262266,-0.231840359344149,0.820318328032411,0.887822271102441,-6.16296437048668,"DLG1"
"MACF1",-0.0309811253408691,0.118017876465301,-0.230096678321171,0.82164417432781,0.888034620977627,-6.16337884434822,"MACF1"
"CENPF",0.0461338264671095,-0.043845357722986,0.225188456301756,0.825379302670434,0.890702202247756,-6.16452887216524,"CENPF"
"CCT2",0.185637555822958,0.17103214867465,0.843358838787838,0.407078766227211,0.573387867920315,-6.16483603358886,"CCT2"
"TSPAN14",0.0347274172931348,-0.0120351444204532,0.223357904583274,0.826773482230799,0.891412136296116,-6.16495148593998,"TSPAN14"
"HPX",-0.0848752621405963,0.0674566405545824,-0.843053973882581,0.407246000028082,0.573387867920315,-6.16509033750986,"HPX"
"FAM20C",0.0808163791137572,0.0108992474380415,0.842775695932689,0.407398687493692,0.573387867920315,-6.16532238814407,"FAM20C"
"PABPC1",0.0246279181859398,0.0571527255480715,0.211634162202789,0.835716799859781,0.898875566475545,-6.16757694864814,"PABPC1"
"RAB1B",0.0298033973816652,-0.00919278792386362,0.210489806292046,0.836591056847572,0.899272199475426,-6.16782569538905,"RAB1B"
"ATE1",-0.0365929715105115,0.0975286237406076,-0.200932397665165,0.843901382605236,0.905327376517136,-6.16985086635422,"ATE1"
"FCF1",-0.0264885235470065,0.117877878646828,-0.200004022225473,0.844612299365803,0.905327376517136,-6.17004260451728,"FCF1"
"SERPINF2",-0.0883377482082806,0.158924628193603,-0.836532996237584,0.410833489996776,0.577338165930431,-6.17050905568741,"SERPINF2"
"VCAN",0.112070075606303,-0.00362097881084274,0.836482203987958,0.410861511125422,0.577338165930431,-6.17055110651972,"VCAN"
"MERTK",0.083627360498158,0.00716475251143266,0.835906847524134,0.411179008563157,0.577338165930431,-6.17102727503271,"MERTK"
"PEA15",0.0929516684984666,-0.104672414197461,0.189178308395248,0.852912551938706,0.910763163204657,-6.17221330361849,"PEA15"
"SEMA4B",-0.0785788600943891,0.0837103474702938,-0.834318234893871,0.412056450815172,0.578113900631065,-6.17234041432687,"SEMA4B"
"ENOPH1",0.0302213714924063,0.14884967393025,0.183272296968219,0.857448563824925,0.915057585509623,-6.17334691869875,"ENOPH1"
"ST3GAL6",-0.12636734564905,0.0424081665474394,-0.831861053192717,0.413415951118528,0.579247536766722,-6.17436686220178,"ST3GAL6"
"ECM1",-0.141778257186165,0.0135323857909333,-0.831681025183271,0.413515667056625,0.579247536766722,-6.17451511008291,"ECM1"
"DCN",0.0358200739402841,0.113668635365798,0.174891645576432,0.863894206673467,0.918813551046399,-6.17489414449925,"DCN"
"MAPK14",-0.0233827957412738,0.140825608402453,-0.165327327590219,0.87126261515511,0.92315437305595,-6.17657185322246,"MAPK14"
"B3GNT8",0.112488011279336,0.176382472920106,0.82870298690619,0.415167368328665,0.581103657164985,-6.17696304031019,"B3GNT8"
"PDCD6",-0.0344296431763437,0.0724130678510312,-0.160855753230195,0.874711888793967,0.924871069023121,-6.17732401068481,"PDCD6"
"IGKV1-5",0.040122983517537,-0.103082812248469,0.152944941647382,0.880820608916969,0.929663818223117,-6.1786043678195,"IGKV1-5"
"PLXNA2",-0.0252127259351427,-0.115228558898457,-0.152329633729679,0.881296087722555,0.929663818223117,-6.17870125945455,"PLXNA2"
"DAB1",-0.0220760472838108,0.10780143232844,-0.151953499809505,0.881586768601685,0.929663818223117,-6.17876029707468,"DAB1"
"DARS1",-0.0395275996899903,0.0226216762002709,-0.136606446422213,0.893461916672123,0.937739675374459,-6.18104510359374,"DARS1"
"HRNR",0.0417875737109072,0.249851202581226,0.131368464231723,0.897521218798328,0.94063338992298,-6.18176945470771,"HRNR"
"GSTT1",0.0413860036779623,0.0163311346553436,0.126734522698552,0.901114916296993,0.942839215902812,-6.18238673200506,"GSTT1"
"RPN2",0.0159173992921085,0.0753116650862275,0.122057992793966,0.904743945804455,0.945076722524215,-6.18298726831771,"RPN2"
"EPHA7",0.0191776697965569,0.127583174579397,0.121427108481547,0.905233690377325,0.945076722524215,-6.1830665592539,"EPHA7"
"TRMT1L",0.0432287000927173,0.115293072350395,0.119269786636042,0.906908685982945,0.945161424934774,-6.1833345986907,"TRMT1L"
"DKK3",-0.110450759813547,0.00952677372730276,-0.819807245651811,0.420125776822925,0.587119997618212,-6.18422584781489,"DKK3"
"FEZ2",0.0961181393549584,0.204178916170945,0.818320054797234,0.42095831347057,0.587211490562549,-6.1854328104975,"FEZ2"
"ASPN",-0.0967096057704686,0.153217780626101,-0.818201996548045,0.421024447054519,0.587211490562549,-6.18552853443725,"ASPN"
"SHMT1",0.0374693640440028,0.0516417922242177,0.0952533873195739,0.925585042433858,0.957470986490407,-6.18599468181369,"SHMT1"
"RASAL2",0.03207455917409,-0.0745978843207564,0.0950842497450136,0.925716749164418,0.957470986490407,-6.18601130710003,"RASAL2"
"NRP2",0.0673709398990221,0.0532647059352421,0.817466364289838,0.421436677531822,0.587211490562549,-6.18612470500742,"NRP2"
"LCAT",-0.0979745092889286,0.0886313062119053,-0.817332775121985,0.421511564614039,0.587211490562549,-6.18623291379464,"LCAT"
"THBS2",-0.0192028465937731,0.0388836745368003,-0.0888349640528152,0.930584607921764,0.961387931180498,-6.18660489173048,"THBS2"
"ZNF875",0.0152223491430163,-0.0460894817608144,0.082815402912528,0.935276279395231,0.965113979723965,-6.18713856219126,"ZNF875"
"PAK2",0.0133425797531961,-0.0203336021074095,0.0786519114396359,0.93852280775757,0.966222265625415,-6.18748580713742,"PAK2"
"PF4V1",0.0228074813534655,0.151286443595333,0.0759343890755975,0.940642447438353,0.967533564060292,-6.18770280577151,"PF4V1"
"FLT4",0.0809766476178207,0.016987666264352,0.815383321464064,0.422605326736514,0.588274551067494,-6.18781008947246,"FLT4"
"CSF2RA",0.0191964799074913,0.00392238226605688,0.0742309993850047,0.941971315364641,0.967533564060292,-6.18783493796078,"CSF2RA"
"KRT84",-0.051354407963887,-0.0303166067102672,-0.0726927584048468,0.943171501274164,0.967842313927223,-6.187951686018,"KRT84"
"GGT7",0.0173636283428783,0.0600229042861943,0.0724503666561013,0.943360636509165,0.967842313927223,-6.18796986008644,"GGT7"
"C17orf75",-0.0112470219459748,0.00186337398344594,-0.0713445294702176,0.944223552595768,0.968169279578024,-6.18805200410382,"C17orf75"
"IGHV1-2",0.00831924047857352,-0.0672819673616479,0.0481987896557031,0.962299940502667,0.979926499229676,-6.18948152066324,"IGHV1-2"
"PA2G4",0.0098554174672606,0.185905387684632,0.0398290316302223,0.968842463354452,0.984450918176007,-6.1898622246157,"PA2G4"
"DIAPH3",0.00971204255577596,0.24172454519344,0.0385447920306123,0.969846555861362,0.984792821277034,-6.18991423455839,"DIAPH3"
"MXRA5",0.00659275618538227,0.0622231642485018,0.037057087929071,0.97100979549599,0.985411538041852,-6.18997235410162,"MXRA5"
"AGMAT",0.00780967924639953,0.0950163168782732,0.0341470780812084,0.973285336907595,0.987157704879483,-6.19007942674675,"AGMAT"
"IGHE",0.0118698033170416,-0.0773974534517634,0.0240927748295112,0.981149249059121,0.992869461931841,-6.1903820239327,"IGHE"
"LTBP2",-0.00766854203597023,0.266835137261362,-0.0232423257798833,0.981814528794178,0.99297785487484,-6.19040282737802,"LTBP2"
"PRRC1",-0.00418316993011003,0.0852537449734181,-0.0219029000097362,0.982862348289578,0.993071158729941,-6.19043407636301,"PRRC1"
"THBS3",-0.00381613448945428,0.167817760257808,-0.0152861366479413,0.988039023767249,0.995267508530687,-6.19056124246757,"THBS3"
"PGLS",0.00411186612437603,0.0938698099360565,0.0131317764055584,0.989724637648326,0.995882426683468,-6.19059288175961,"PGLS"
"REPS1",0.00162199119537465,0.0117216652877396,0.0105308295332953,0.991759737418625,0.997007300664501,-6.19062468800944,"REPS1"
"EFHD2",0.00122479121488098,0.014113118810126,0.0102705202302578,0.991963418873618,0.997007300664501,-6.1906274863515,"EFHD2"
"MATN2",-0.000981301828369942,-0.0740246343059704,-0.0061176788902791,0.995212917871806,0.998017914821839,-6.19066265838343,"MATN2"
"GPX5",-4.30291949231054e-05,0.216170977063141,-0.000352594956457723,0.999724092690021,0.999724092690021,-6.19068193589801,"GPX5"
"STIP1",0.0966951782878821,-0.00821843448831763,0.808764099279863,0.426332260960557,0.592998508404091,-6.19313865306435,"STIP1"
"ARPC2",0.103072548815431,0.0178985406266609,0.807453646309614,0.427072513897381,0.593210978023838,-6.19418870570771,"ARPC2"
"PIGR",0.117394575736077,-0.0354644954564021,0.806976151114666,0.427342440422726,0.593210978023838,-6.19457091662128,"PIGR"
"FSTL1",-0.100074140470572,0.0223796838955986,-0.806723386169635,0.427485370335334,0.593210978023838,-6.19477315552115,"FSTL1"
"CTSA",-0.121473637142833,0.00631339250371967,-0.805084968418092,0.428412555794071,0.593301577938836,-6.19608260808184,"CTSA"
"PTPRK",0.12626991405831,0.0217811579480183,0.804840217007791,0.428551167876,0.593301577938836,-6.19627800110172,"PTPRK"
"PIP",-0.324290375438066,-0.0361385730181907,-0.799272916714194,0.431711615180738,0.597212257703369,-6.2007073408964,"PIP"
"GSR",0.0952753531188066,0.0714983234255552,0.797560247651127,0.432686740439337,0.597631763386321,-6.20206407255371,"GSR"
"B3GNT7",-0.100177459252688,0.0113107352410499,-0.794961523718465,0.434168931631694,0.598793349420485,-6.20411743855523,"B3GNT7"
"MAPRE1",0.143638667056521,-0.0512230407533637,0.793724513546411,0.434875557227385,0.59879536865907,-6.2050926198742,"MAPRE1"
"LYZ",-0.138903196939465,-0.0152097668785116,-0.790466453875772,0.436740049579155,0.600382365305025,-6.20765416902571,"LYZ"
"SERPINB6",0.0690106224535585,0.0206183493060288,0.789472241741846,0.437309980001824,0.600382365305025,-6.20843384489503,"SERPINB6"
"SIAE",0.0833882488445146,0.0822810184242308,0.789437656564832,0.437329814070833,0.600382365305025,-6.20846095032589,"SIAE"
"P4HB",-0.0650936717475637,0.0460074238444703,-0.78379709630469,0.440571936884044,0.603369881229187,-6.21286652505775,"P4HB"
"PLOD1",0.105973903743432,0.0535836146782641,0.781747914909497,0.441753393721696,0.604522528792997,-6.21445960692655,"PLOD1"
"GABARAP",-0.126763744743485,0.0351895134708111,-0.773589715269524,0.446476061058894,0.610046783889226,-6.22076264287941,"GABARAP"
"LTN1",0.14594174549689,0.690184014959345,0.772688256791412,0.446999768223325,0.610293620621102,-6.22145524993769,"LTN1"
"GAS6",0.0903182553790093,0.035532045030201,0.768467760270399,0.449456616558413,0.612985345487154,-6.22468770642196,"GAS6"
"ADAM17",-0.105670834666024,-0.0117985321031052,-0.766675663562875,0.450502291232746,0.61366276883848,-6.22605516349428,"ADAM17"
"CSF1R",-0.113533984739974,0.0621968643521052,-0.764038064515414,0.452043967278398,0.615291673900742,-6.22806224638635,"CSF1R"
"ANPEP",0.0896964826721524,0.0488167145521703,0.761695705921642,0.45341572548268,0.615441302823105,-6.22983913881357,"ANPEP"
"TXNDC17",0.0925924135236292,-0.0394301612231448,0.760193184677365,0.454296959891758,0.616001746682498,-6.23097619971783,"TXNDC17"
"ARPC5",-0.135342022091949,-0.0119297634816305,-0.759601231768885,0.454644423706764,0.616003373780909,-6.23142358323844,"ARPC5"
"AMBP",-0.0860931028235143,0.0941151693614803,-0.759005973527153,0.45499398788924,0.616007842050958,-6.23187312971819,"AMBP"
"PCDH12",-0.0599547297239634,0.0784119590457757,-0.758208237351942,0.455462708658686,0.616173504717721,-6.23247506302979,"PCDH12"
"DDI2",0.134987783112265,-0.117536185525954,0.747742083920175,0.461638904496604,0.622897782044582,-6.24031636485792,"DDI2"
"VEGFC",0.0925152668782673,0.0158788860619782,0.746228288745128,0.462536305286552,0.622897782044582,-6.24144189459739,"VEGFC"
"CES1",0.205478796070471,0.0267280030998997,0.745912264129858,0.462723779722445,0.622897782044582,-6.24167658882084,"CES1"
"SEMA4A",0.0786668346512973,0.0168224708204458,0.744765854317479,0.463404238749018,0.623126334644371,-6.2425271676741,"SEMA4A"
"A1BG",-0.0550619583849924,0.111217255663574,-0.738288549940375,0.467259985580572,0.62736265233799,-6.2473095147951,"A1BG"
"FCAMR",-0.150694449075276,-0.0501409848699609,-0.7360752979423,0.468581784897373,0.628599438645878,-6.2489344563393,"FCAMR"
"PTMA",0.160386438280176,-0.178477721092571,0.735247188053675,0.469076913234632,0.628599438645878,-6.24954124468382,"PTMA"
"PLEK",0.133933622657009,0.0331493946506187,0.734972567127337,0.469241177359037,0.628599438645878,-6.24974232587662,"PLEK"
"KDR",0.0612385848306085,0.102640699701822,0.732807839646128,0.470537187548352,0.629861291684363,-6.25132485314556,"KDR"
"JUP",0.085136708078182,0.0687060895131691,0.731575714867858,0.471275789523992,0.6303756613257,-6.25222360538177,"JUP"
"SELL",-0.0839794962872534,0.0112098332552655,-0.729788116538418,0.472348578035358,0.631335928117882,-6.25352496513468,"SELL"
"HLA-B",0.146153520629962,-0.051941813231865,0.720404637323368,0.478003229383412,0.637935292627974,-6.26030607218305,"HLA-B"
"COL15A1",-0.0586848146654769,0.126949180331798,-0.715835205332043,0.480771014437101,0.640667891148765,-6.26357779617177,"COL15A1"
"PDLIM5",0.0932673992629601,0.0131931914755418,0.712476716667513,0.482811204607422,0.642905039668116,-6.26596975583631,"PDLIM5"
"CDA",0.100815231285803,0.0602109957183245,0.709042557084646,0.484902515170647,0.6447246446103,-6.26840445253164,"CDA"
"MDH1",-0.19477592857325,-0.106789796984171,-0.707597562236522,0.485784032642449,0.645414334631006,-6.26942552871613,"MDH1"
"SORD",0.151289374591903,-0.0311613036482823,0.706287385678368,0.486584099273528,0.64599486015493,-6.27034961038695,"SORD"
"VNN1",-0.195209817297501,-0.108436046950009,-0.705471911409252,0.487082454614532,0.646174263056863,-6.27092394327364,"VNN1"
"IGKV1-33",-0.132114294966653,-0.0823242898254612,-0.703690537137753,0.488172111028549,0.64713724703412,-6.27217633754644,"IGKV1-33"
"ENPEP",-0.0821006075317217,0.170744689842826,-0.693093358937833,0.49468310208104,0.655280147879502,-6.27956381153329,"ENPEP"
"IGLV3-19",0.17940966915112,-0.1289298180209,0.688475143010145,0.497535917639832,0.658079105934023,-6.28274954023322,"IGLV3-19"
"CDHR5",-0.115181906664793,0.313088767455592,-0.683912122479805,0.500363745969864,0.660836751358862,-6.28587707439761,"CDHR5"
"CD55",-0.0915753686364014,-0.0190066991081516,-0.681821052224195,0.501662656547829,0.661569952556403,-6.28730362568916,"CD55"
"FBN1",0.0588105597179232,0.0194771915851832,0.679738490577893,0.502958162754618,0.662787090029974,-6.28872019334945,"FBN1"
"CD58",-0.12523353183121,-0.0417780010910737,-0.679006584253678,0.503413907457638,0.662896625734373,-6.28921704860862,"CD58"
"ERP44",-0.0709393828740943,0.0317688314184335,-0.676936625806031,0.504704084902247,0.663926606030416,-6.290619451755,"ERP44"
"CAPZA1",0.0716624739087116,0.104194304428847,0.676489558939257,0.504982978454202,0.663926606030416,-6.29092179950065,"CAPZA1"
"IGHV1-46",-0.112052462905817,-0.010463533380553,-0.675956391460596,0.505315696776382,0.663926606030416,-6.29128212490095,"IGHV1-46"
"TUBB",0.119924620910905,-0.0197607158323446,0.675038521453507,0.505888772181771,0.664189022665218,-6.29190179908679,"TUBB"
"MLEC",-0.109470821421734,-0.044412881512546,-0.673560079898043,0.506812605215258,0.664203173319538,-6.29289822209715,"MLEC"
"GSDMA",0.244124115394985,-0.213357275621847,0.672971234700418,0.507180818519935,0.664203173319538,-6.29329449915111,"GSDMA"
"ENO2",0.0866481469103724,-0.00107451934180696,0.672632054164349,0.507392980630271,0.664203173319538,-6.29352260701282,"ENO2"
"CCDC40",0.150331509903837,-0.0497152322910768,0.66037896061456,0.515090526264412,0.672300840956998,-6.30168879036873,"CCDC40"
"NME1",0.124232633162356,0.0159643639088395,0.657866114294336,0.516677048619497,0.67387717704845,-6.30334560594155,"NME1"
"GLIPR2",0.0750806806641325,-0.0167798110042801,0.656168482194595,0.517750392906962,0.674782380206217,-6.30446146959392,"GLIPR2"
"NID1",-0.0528278239889152,0.0283182666929512,-0.654182933327523,0.519007327305815,0.675092860719846,-6.30576305164451,"NID1"
"FDPS",-0.0692429645969629,0.0645824535997372,-0.654140444842775,0.519034242538578,0.675092860719846,-6.30579086240531,"FDPS"
"KRT80",-0.190781432790583,-0.107130884312684,-0.652636680853438,0.519987326246059,0.675717643091117,-6.3067740252903,"KRT80"
"IGLL1",-0.141956014438196,0.00296055197101614,-0.649625737663475,0.521898533796817,0.677706198266086,-6.30873601641252,"IGLL1"
"ENDOD1",-0.0650977772069575,0.0116192882312697,-0.642096024227117,0.526694781981804,0.682761662316621,-6.31360415893278,"ENDOD1"
"GBA",-0.0493292157373582,0.0350929239754943,-0.638439207254792,0.529032678187061,0.684970258002025,-6.31594858867555,"GBA"
"TUFM",-0.183434598794947,0.166341848815731,-0.633420440822391,0.532250405229752,0.688635251566348,-6.31914509744744,"TUFM"
"CRELD1",0.107149575768321,-0.0137961378017227,0.628949183797392,0.53512593896328,0.690848363872043,-6.32197233065728,"CRELD1"
"CCDC126",0.0930522851390701,0.118965049372767,0.627724863572686,0.535914765570189,0.690864034745917,-6.32274310329394,"CCDC126"
"SPTB",0.12987146130353,-0.134128178511444,0.626857792169783,0.536473793312743,0.690977570185051,-6.32328808993372,"SPTB"
"ANXA2",-0.179597413651553,0.0965186588379695,-0.62450601899704,0.537991620463624,0.692036943459716,-6.32476259471184,"ANXA2"
"PZP",0.263290158901802,-0.166941351643243,0.618914983364085,0.541609221403041,0.696186997742782,-6.32824648645529,"PZP"
"B2M",0.0740622261585839,0.0551223101289853,0.617830372644482,0.54231249345949,0.696518777074733,-6.32891881465418,"B2M"
"GNPTG",-0.0668751526038568,0.0375510250599824,-0.614377467424733,0.544554604478381,0.697453305519827,-6.33105158948582,"GNPTG"
"UBE2K",-0.137281922569402,-0.00661774112490372,-0.612509937146297,0.545769301546048,0.69819048962863,-6.33220028874132,"UBE2K"
"EPHB4",0.0728667447928137,0.0342930579221651,0.612285920150776,0.545915104594392,0.69819048962863,-6.33233785161315,"EPHB4"
"PDAP1",0.075110507220718,-0.00805998022352226,0.605447157440398,0.5503760043577,0.702885076634851,-6.33651386522163,"PDAP1"
"F12",-0.0995107977767573,0.0316352575059533,-0.600325028142093,0.553729585658355,0.705679926946066,-6.33961182474806,"F12"
"IGHV2-5",-0.115893994483529,-0.0415581560717108,-0.599884636104397,0.554018416118696,0.705679926946066,-6.33987698935076,"IGHV2-5"
"HLA-A",0.236606250901419,-0.220742415556293,0.59643005614861,0.556286809027479,0.707892870715225,-6.34195047342118,"HLA-A"
"EPX",0.2567201916748,-0.531767954671678,0.59577982425524,0.556714310167497,0.707930491628289,-6.34233945069035,"EPX"
"ITGB2",-0.0799716278473996,0.0463308252302113,-0.585053797130881,0.563790669056386,0.715905496253612,-6.34869640714436,"ITGB2"
"MPIG6B",0.115948921175771,-0.0669878435676722,0.571012424907448,0.573123293505518,0.724138024961872,-6.35684848930774,"MPIG6B"
"IGHA2",-0.106466348957706,-0.101144623729039,-0.568029279538689,0.575116023967519,0.725875431943333,-6.35855560664029,"IGHA2"
"F2",0.0528486539645659,0.0196995890209274,0.567732557355948,0.575314423294041,0.725875431943333,-6.35872493104183,"F2"
"ANK1",-0.0827639756353665,-0.0428975789544318,-0.563072790533598,0.578434608941643,0.728111660610458,-6.36137272229052,"ANK1"
"LTBP4",-0.056451804887583,0.0200894705552242,-0.562641334055836,0.57872393934974,0.728111660610458,-6.36161681093066,"LTBP4"
"ACTN1",0.0980017739196209,-0.0292501152740436,0.560479453420896,0.580174760750675,0.729421130300672,-6.36283711015787,"ACTN1"
"HABP2",-0.0510702825816209,0.0137071877754328,-0.558824619614085,0.581286528173552,0.729918220248798,-6.36376810737824,"HABP2"
"DCBLD1",-0.0632711803966407,0.0786939033873333,-0.558228374763892,0.581687362579612,0.729918220248798,-6.36410289280806,"DCBLD1"
"CORO1B",0.078211023669106,-0.0242234765931684,0.558059327248612,0.581801032216299,0.729918220248798,-6.36419774788989,"CORO1B"
"PSMB9",0.134651079025985,-0.0499373144896279,0.556428471347524,0.582898205393628,0.729934225466012,-6.36511140718811,"PSMB9"
"SH3BGRL3",0.0812164501621676,-0.0358645439294187,0.555042878582863,0.583831179789006,0.729934225466012,-6.36588561379419,"SH3BGRL3"
"SERPIND1",-0.0605407752956591,0.108815239425824,-0.554415296875345,0.584253998126829,0.729934225466012,-6.36623565884009,"SERPIND1"
"S100A7",-0.251572536586458,0.0736508860295451,-0.553883165148293,0.584612627752807,0.729934225466012,-6.36653216242964,"S100A7"
"CFHR4",-0.136753545385729,-0.0565309656763427,-0.55299927811156,0.585208562554196,0.729934225466012,-6.36702405036572,"CFHR4"
"F9",-0.0492440291170349,0.0401697700613815,-0.552557481943104,0.585506542855536,0.729934225466012,-6.3672696251889,"F9"
"IGHG3",0.113399301890766,-0.0196470763634328,0.549984128197104,0.58724368935762,0.731485764279481,-6.36869623325993,"IGHG3"
"LTF",0.136124043860955,-0.00277901906582049,0.542175750506554,0.59253019138362,0.736625583837498,-6.37298524796365,"LTF"
"PRG4",0.0678328999264669,0.0163911072269434,0.539313824391024,0.594473586372273,0.738010125719661,-6.37454226677294,"PRG4"
"MYL1",0.158656628479921,-0.220284971999474,0.536656867025061,0.596280560294996,0.73973718044965,-6.37598057080705,"MYL1"
"FUCA2",0.116181995556875,-9.76358094054819e-06,0.53596236995391,0.596753319274849,0.739807773512165,-6.37635538281082,"FUCA2"
"F10",-0.0558133799349564,0.0229230144146276,-0.533185242455053,0.598645576631821,0.741636825089143,-6.37784942815264,"F10"
"PDIA6",0.0610075941613142,-0.0443655338905853,0.53087904023228,0.600219150912531,0.743068802695471,-6.37908436125756,"PDIA6"
"ADAM15",0.0613920799342336,0.0424405479989226,0.529358482494282,0.601257747139283,0.743551741026793,-6.37989573356071,"ADAM15"
"HYOU1",0.0614128914710425,0.0120736602237577,0.528328074746291,0.601962042227834,0.743551741026793,-6.38044426820101,"HYOU1"
"PTPRF",-0.0609551941141254,0.0227095735596342,-0.527646600570152,0.602428054143417,0.743551741026793,-6.38080647520804,"PTPRF"
"TPM4",0.127949015250734,-0.125279039838765,0.527371824066128,0.602616003113837,0.743551741026793,-6.38095239106717,"TPM4"
"FETUB",0.087422533349701,0.0748420553532966,0.527250424226369,0.602699050343247,0.743551741026793,-6.38101683493419,"FETUB"
"FUCA1",0.121327571162759,-0.0438950526833786,0.525401156786355,0.603964773248045,0.744568511117898,-6.38199670670793,"FUCA1"
"IGLV2-11",0.14469903022526,-0.138543665547647,0.522408324608676,0.606015884737846,0.744732245000709,-6.38357538801474,"IGLV2-11"
"KRT6B",0.284162093052307,-0.824016250253597,0.522269430373043,0.606111154982379,0.744732245000709,-6.38364843887491,"KRT6B"
"C16orf89",-0.133795256863119,0.27277975159208,-0.522187037400274,0.606167673277699,0.744732245000709,-6.38369176414946,"C16orf89"
"SERPINA10",0.049290292214154,0.0631186398684549,0.518470683290985,0.60871954160195,0.74683590655853,-6.38563900978436,"SERPINA10"
"HEXB",0.07805897559331,0.0362897842023891,0.517579560443153,0.609332193063435,0.747072344217678,-6.38610390648843,"HEXB"
"A2M",-0.0774680765698765,0.0518475447096991,-0.512919934477021,0.612540438489981,0.74997208539138,-6.3885220802559,"A2M"
"PNLIP",-0.0771058687801836,-0.0229909864178983,-0.510405722081262,0.614274809530769,0.751364883976263,-6.38981797482609,"PNLIP"
"NRP1",-0.047290532359462,0.0515559612506065,-0.510046623199925,0.614522712864229,0.751364883976263,-6.3900025556607,"NRP1"
"PSMB7",0.109867398522435,-0.0685351117600075,0.507981515887597,0.615949263093379,0.752014782898224,-6.39106157540107,"PSMB7"
"NRCAM",-0.0443938720271013,-0.0135145031997134,-0.507808067203328,0.61606914950775,0.752014782898224,-6.39115033116277,"NRCAM"
"RARRES2",0.0826519751002859,0.042933958126529,0.506486282845325,0.616983113756278,0.752304975580822,-6.3918257292327,"RARRES2"
"INHBE",0.0726166288802655,0.078787580525864,0.499352507318691,0.621926701060651,0.756259467660217,-6.39544114557866,"INHBE"
"C8A",0.0429013895307672,0.077037077984274,0.490903055799224,0.6278055213517,0.762886627380242,-6.39965834129803,"C8A"
"SPINK5",0.0765007664906341,0.00483226340867922,0.483623019245933,0.632890907901385,0.767419292475057,-6.40323528204457,"SPINK5"
"HSPB1",0.113603402392203,-0.114153507771774,0.48162381999636,0.634290669639875,0.767488418771446,-6.40420838554907,"HSPB1"
"PCDH9",-0.0852198580188054,-0.134822979357555,-0.480867155913088,0.634820819245221,0.767488418771446,-6.404575657596,"PCDH9"
"GPX3",0.046981358600161,0.111593459008093,0.480480071665538,0.635092103096425,0.767488418771446,-6.40476332273449,"GPX3"
"SECTM1",-0.0868987593527637,-0.0392430554186986,-0.480362677636374,0.635174387724812,0.767488418771446,-6.40482020808582,"SECTM1"
"MYLK",0.0685527137912451,0.0233071491859178,0.479933523963665,0.63547523375511,0.767488418771446,-6.40502804601604,"MYLK"
"HSPH1",0.141710749544356,0.0764428565404617,0.470462793112875,0.642130603553921,0.773051372741002,-6.40956828088417,"HSPH1"
"VMO1",-0.0839918192416841,-0.0426648487648271,-0.47028756000685,0.642254035363239,0.773051372741002,-6.40965144993831,"VMO1"
"LAMC1",-0.0624293299135865,0.0276649776538846,-0.468700243996784,0.643372596563853,0.773351249518308,-6.41040343500557,"LAMC1"
"LRP1",0.0446933385614137,0.0411367476328911,0.464990743710467,0.645989977120669,0.775914345860703,-6.41215106023685,"LRP1"
"GAA",-0.0594520252325973,0.110939244604713,-0.464442493289194,0.646377212234717,0.775914345860703,-6.41240819576247,"GAA"
"FCRL5",0.076619455207866,-0.000685863131740486,0.45808987281455,0.650871528749932,0.779421236200503,-6.41536590748653,"FCRL5"
"CANX",0.0361614884175863,0.00284598406377962,0.457218229629566,0.651489251394124,0.779421236200503,-6.41576861184907,"CANX"
"KRT16",0.200698076535877,-0.329340125376243,0.453121439412681,0.65439599189198,0.781889602432657,-6.41765125315762,"KRT16"
"KRT17",-0.184893587145765,-0.507223337293279,-0.453020244437807,0.654467862085634,0.781889602432657,-6.41769754551464,"KRT17"
"MAN2B1",-0.0619102097168731,0.153811659715247,-0.452452706245764,0.654870999226902,0.781889602432657,-6.41795698147659,"MAN2B1"
"SRGN",-0.0733329559867205,-0.0403549799434955,-0.448197381263033,0.657897063219469,0.784975771607938,-6.4198920080677,"SRGN"
"TMSB4X",-0.0609729483685108,0.0440354352647561,-0.446513926156051,0.659095856828219,0.78539771305487,-6.42065256175177,"TMSB4X"
"PRSS1",0.113856263486906,-0.0467017000280618,0.446460857248505,0.659133662501923,0.78539771305487,-6.42067649152136,"PRSS1"
"C4B",-0.330382129642121,-0.828296527383192,-0.444970513412106,0.66019574333664,0.786136698390818,-6.42134737292764,"C4B"
"KRT6A",0.276725175458137,-0.946968782983275,0.44419436910509,0.660749144031233,0.786269382763588,-6.42169588195479,"KRT6A"
"PROS1",0.0410940115720344,0.049077476198136,0.439118173133453,0.664373379799721,0.789334905520758,-6.42396046307312,"PROS1"
"GP6",0.0919273811197058,-0.00609819140443544,0.435509406592691,0.666955001422097,0.791412625783097,-6.42555481713562,"GP6"
"IGKC",-0.0832673358898861,0.058197668056664,-0.433283712615376,0.668549299230024,0.791412625783097,-6.4265316713563,"IGKC"
